OBJECTID,LSTRNMID,LSTRNM,RSTRNMID,RSTRNM,postcode,DISTRICT,GISID,EINDSTRNM,EINDGEOM,LABEL_LSTRNM,LABEL_RSTRNM,RRSTRAATCODE_RSTRNM,RRSTRAATCODE_LSTRNM,RRSTRAATCODE_POSTCODE_LSTRNM,RRSTRAATCODE_POSTCODE_RSTRNM,STRAATNAAMID_12,RRSTRAATCODE_12,SHAPE_Length
635,757,Eduard van Benedenstraat,757,Eduard van Benedenstraat,2180,Ekeren,2180757757,,,EDUARD VAN BENEDENSTRAAT,EDUARD VAN BENEDENSTRAAT,1317,1317,21801317,21801317,,,371.936611061153
636,758,Eduard Van Steenbergenlaan,758,Eduard Van Steenbergenlaan,2100,Deurne,2100758758,,,EDUARD VAN STEENBERGENLAAN,EDUARD VAN STEENBERGENLAAN,0927,0927,21000927,21000927,,,356.744317275617
637,759,Edward Caertsstraat,759,Edward Caertsstraat,2180,Ekeren,2180759759,,,EDWARD CAERTSSTRAAT,EDWARD CAERTSSTRAAT,2025,2025,21802025,21802025,,,271.170460722509
638,761,Edward Pecherstraat,761,Edward Pecherstraat,2000,Antwerpen,2000761761,,,EDWARD PECHERSTRAAT,EDWARD PECHERSTRAAT,3114,3114,20003114,20003114,,,179.586358589876
639,762,Eekhoornlaan,762,Eekhoornlaan,2610,Wilrijk,2610762762,,,EEKHOORNLAAN,EEKHOORNLAAN,4060,4060,26104060,26104060,,,549.858489713116
640,763,Eendrachtstraat,763,Eendrachtstraat,2060,Antwerpen,2060763763,,,EENDRACHTSTRAAT,EENDRACHTSTRAAT,7114,7114,20607114,20607114,,,210.333496249676
641,764,Eendstraat,764,Eendstraat,2170,Merksem,2170764764,,,EENDSTRAAT,EENDSTRAAT,0039,0039,21700039,21700039,,,81.8845551859908
642,765,Eenheidstraat,765,Eenheidstraat,2610,Wilrijk,2610765765,,,EENHEIDSTRAAT,EENHEIDSTRAAT,1240,1240,26101240,26101240,,,142.019546593346
643,769,Eggestraat,769,Eggestraat,2060,Antwerpen,2060769769,,,EGGESTRAAT,EGGESTRAAT,8114,8114,20608114,20608114,,,112.176984710491
644,770,Egied Segerslaan,770,Egied Segerslaan,2610,Wilrijk,2610770770,,,EGIED SEGERSLAAN,EGIED SEGERSLAAN,3150,3150,26103150,26103150,,,129.679541214579
645,771,Eglantierlaan,771,Eglantierlaan,2020,Antwerpen,2020771771,,,EGLANTIERLAAN,EGLANTIERLAAN,9111,9111,20209111,20209111,,,693.575997745459
646,771,Eglantierlaan,771,Eglantierlaan,2610,Wilrijk,2610771771,,,EGLANTIERLAAN,EGLANTIERLAAN,9111,9111,26109111,26109111,,,170.949130185042
647,772,Eiermarkt,772,Eiermarkt,2000,Antwerpen,2000772772,,,EIERMARKT,EIERMARKT,1211,1211,20001211,20001211,,,224.658547882685
648,773,Eigenheerdstraat,773,Eigenheerdstraat,2170,Merksem,2170773773,,,EIGENHEERDSTRAAT,EIGENHEERDSTRAAT,0041,0041,21700041,21700041,,,225.246140336269
649,774,Eikblokstraat,774,Eikblokstraat,2100,Deurne,2100774774,,,EIKBLOKSTRAAT,EIKBLOKSTRAAT,0413,0413,21000413,21000413,,,470.25287952843
650,775,Eikelstraat,775,Eikelstraat,2600,Berchem,2600775775,,,EIKELSTRAAT,EIKELSTRAAT,0025,0025,26000025,26000025,,,250.212232687649
651,776,Eikenlei,776,Eikenlei,2660,Hoboken,2660776776,,,EIKENLEI,EIKENLEI,0412,0412,26600412,26600412,,,458.544308907758
652,777,Eikenstraat,777,Eikenstraat,2000,Antwerpen,2000777777,,,EIKENSTRAAT,EIKENSTRAAT,1115,1115,20001115,20001115,,,171.204754496076
653,778,Ekersesteenweg,778,Ekersesteenweg,2030,Antwerpen,2030778778,,,EKERSESTEENWEG,EKERSESTEENWEG,0644,0644,20300644,20300644,,,400.012262583003
654,778,Ekersesteenweg,778,Ekersesteenweg,2180,Ekeren,2180778778,,,EKERSESTEENWEG,EKERSESTEENWEG,0644,0644,21800644,21800644,,,1421.29702692614
655,779,Ekerseveldslagstraat,779,Ekerseveldslagstraat,2180,Ekeren,2180779779,,,EKERSEVELDSLAGSTRAAT,EKERSEVELDSLAGSTRAAT,1320,1320,21801320,21801320,,,251.353232372492
656,781,Eksterlaarpad,781,Eksterlaarpad,2100,Deurne,2100781781,,,EKSTERLAARPAD,EKSTERLAARPAD,9803,9803,21009803,21009803,,,675.080836227614
657,782,Elektronikalaan,782,Elektronikalaan,2610,Wilrijk,2610782782,,,ELEKTRONIKALAAN,ELEKTRONIKALAAN,1245,1245,26101245,26101245,,,427.848582070746
658,783,Elfnovemberstraat,783,Elfnovemberstraat,2170,Merksem,2170783783,,,ELFNOVEMBERSTRAAT,ELFNOVEMBERSTRAAT,0042,0042,21700042,21700042,,,236.646500297486
659,784,Eliaertsstraat,784,Eliaertsstraat,2140,Borgerhout,2140784784,,,ELIAERTSSTRAAT,ELIAERTSSTRAAT,1310,1310,21401310,21401310,,,115.956809874374
660,785,Elisabethlaan,785,Elisabethlaan,2600,Berchem,2600785785,,,ELISABETHLAAN,ELISABETHLAAN,1008,1008,26001008,26001008,,,2092.9611930992
661,786,Ellermanstraat,786,Ellermanstraat,2000,Antwerpen,2000786786,,,ELLERMANSTRAAT,ELLERMANSTRAAT,7207,7207,20007207,20007207,,,14.0747941352594
662,786,Ellermanstraat,786,Ellermanstraat,2060,Antwerpen,2060786786,,,ELLERMANSTRAAT,ELLERMANSTRAAT,7207,7207,20607207,20607207,,,504.085479221627
663,787,Elsblok,787,Elsblok,2610,Wilrijk,2610787787,,,ELSBLOK,ELSBLOK,1247,1247,26101247,26101247,,,45.5310974720643
664,788,Elsdonklaan,788,Elsdonklaan,2610,Wilrijk,2610788788,,,ELSDONKLAAN,ELSDONKLAAN,4080,4080,26104080,26104080,,,855.620337519634
665,789,Elsenstraat,789,Elsenstraat,2170,Merksem,2170789789,,,ELSENSTRAAT,ELSENSTRAAT,0043,0043,21700043,21700043,,,148.48723057332
666,790,Elststraat,790,Elststraat,2660,Hoboken,2660790790,,,ELSTSTRAAT,ELSTSTRAAT,0106,0106,26600106,26600106,,,185.567184490845
667,791,Elzasweg,791,Elzasweg,2030,Antwerpen,2030791791,,,ELZASWEG,ELZASWEG,0813,0813,20300813,20300813,,,256.718150367256
668,792,Elzenhoutstraat,792,Elzenhoutstraat,2610,Wilrijk,2610792792,,,ELZENHOUTSTRAAT,ELZENHOUTSTRAAT,4090,4090,26104090,26104090,,,126.1092570933
669,793,Emdenweg,793,Emdenweg,2030,Antwerpen,2030793793,,,EMDENWEG,EMDENWEG,0812,0812,20300812,20300812,,,1729.44651577322
670,794,Emelinusstraat,794,Emelinusstraat,2040,Berendrecht-Zandvliet-Lillo,2040794794,,,EMELINUSSTRAAT,EMELINUSSTRAAT,0462,0462,20400462,20400462,,,275.343756497115
671,795,Emiel Banningstraat,795,Emiel Banningstraat,2000,Antwerpen,2000795795,,,EMIEL BANNINGSTRAAT,EMIEL BANNINGSTRAAT,3115,3115,20003115,20003115,,,421.755578717533
672,796,Emiel de Harvenstraat,796,Emiel de Harvenstraat,2660,Hoboken,2660796796,,,EMIEL DE HARVENSTRAAT,EMIEL DE HARVENSTRAAT,0207,0207,26600207,26600207,,,251.285452055124
673,797,Emiel Gebruersstraat,797,Emiel Gebruersstraat,2140,Borgerhout,2140797797,,,EMIEL GEBRUERSSTRAAT,EMIEL GEBRUERSSTRAAT,3902,3902,21403902,21403902,,,187.410970609749
674,798,Emiel Lemineurstraat,798,Emiel Lemineurstraat,2170,Merksem,2170798798,,,EMIEL LEMINEURSTRAAT,EMIEL LEMINEURSTRAAT,0044,0044,21700044,21700044,,,237.102657790951
675,799,Emiel Vanderveldestraat,799,Emiel Vanderveldestraat,2660,Hoboken,2660799799,,,EMIEL VANDERVELDESTRAAT,EMIEL VANDERVELDESTRAAT,0208,0208,26600208,26600208,,,179.379164054661
676,801,Emile Verhaerenlaan,801,Emile Verhaerenlaan,2050,Antwerpen,2050801801,,,EMILE VERHAERENLAAN,EMILE VERHAERENLAAN,2393,2393,20502393,20502393,,,1303.06319365759
677,802,Emmanuel Rollierstraat,802,Emmanuel Rollierstraat,2170,Merksem,2170802802,,,EMMANUEL ROLLIERSTRAAT,EMMANUEL ROLLIERSTRAAT,0045,0045,21700045,21700045,,,99.0639708198053
678,803,Engelse Beurs,803,Engelse Beurs,2000,Antwerpen,2000803803,,,ENGELSE BEURS,ENGELSE BEURS,1212,1212,20001212,20001212,,,34.9718794799524
679,804,Engelselei,804,Engelselei,2140,Borgerhout,2140804804,,,ENGELSELEI,ENGELSELEI,1214,1214,21401214,21401214,,,717.49249629469
680,805,Entrepotkaai,805,Entrepotkaai,2000,Antwerpen,2000805805,,,ENTREPOTKAAI,ENTREPOTKAAI,0111,0111,20000111,20000111,,,229.836138307903
681,806,Entrepotplaats,806,Entrepotplaats,2000,Antwerpen,2000806806,,,ENTREPOTPLAATS,ENTREPOTPLAATS,0112,0112,20000112,20000112,,,106.462486946699
682,808,Eric Sasselaan,808,Eric Sasselaan,2020,Antwerpen,2020808808,,,ERIC SASSELAAN,ERIC SASSELAAN,9148,9148,20209148,20209148,,,852.477648616628
683,809,Ernest Claesstraat,809,Ernest Claesstraat,2050,Antwerpen,2050809809,,,ERNEST CLAESSTRAAT,ERNEST CLAESSTRAAT,2330,2330,20502330,20502330,,,472.581681178589
684,810,Ernest Van Dijckkaai,810,Ernest Van Dijckkaai,2000,Antwerpen,2000810810,,,ERNEST VAN DIJCKKAAI,ERNEST VAN DIJCKKAAI,1213,1213,20001213,20001213,,,466.05017816309
685,811,Ertbruggelaan,811,Ertbruggelaan,2100,Deurne,2100811811,,,ERTBRUGGELAAN,ERTBRUGGELAAN,0511,0511,21000511,21000511,,,610.738543778772
686,812,Erwtebloemstraat,812,Erwtebloemstraat,2170,Merksem,2170812812,,,ERWTEBLOEMSTRAAT,ERWTEBLOEMSTRAAT,0046,0046,21700046,21700046,,,108.480887558864
687,813,Erwtenstraat,813,Erwtenstraat,2060,Antwerpen,2060813813,,,ERWTENSTRAAT,ERWTENSTRAAT,8206,8206,20608206,20608206,,,246.887916856719
688,814,Esdoorndreef,814,Esdoorndreef,2100,Deurne,2100814814,,,ESDOORNDREEF,ESDOORNDREEF,0814,0814,21000814,21000814,,,186.25782724992
689,815,Esmoreitlaan,815,Esmoreitlaan,2050,Antwerpen,2050815815,,,ESMOREITLAAN,ESMOREITLAAN,2318,2318,20502318,20502318,,,1218.40831079842
690,816,Essenstraat,816,Essenstraat,2060,Antwerpen,2060816816,,,ESSENSTRAAT,ESSENSTRAAT,7116,7116,20607116,20607116,,,116.122977062739
691,817,Ettenhovendijkweg,817,Ettenhovendijkweg,2030,Antwerpen,2030817817,,,ETTENHOVENDIJKWEG,ETTENHOVENDIJKWEG,0714,0714,20300714,20300714,,,1748.91719265
692,818,Eugeen Fahylaan,818,Eugeen Fahylaan,2100,Deurne,2100818818,,,EUGEEN FAHYLAAN,EUGEEN FAHYLAAN,0615,0615,21000615,21000615,,,327.701382810101
693,819,Eugeen Joorsstraat,819,Eugeen Joorsstraat,2140,Borgerhout,2140819819,,,EUGEEN JOORSSTRAAT,EUGEEN JOORSSTRAAT,1202,1202,21401202,21401202,,,350.72076726687
694,820,Eugeen Laermansstraat,820,Eugeen Laermansstraat,2020,Antwerpen,2020820820,,,EUGEEN LAERMANSSTRAAT,EUGEEN LAERMANSSTRAAT,9262,9262,20209262,20209262,,,86.589914307296
695,821,Eugeen Meeusstraat,821,Eugeen Meeusstraat,2170,Merksem,2170821821,,,EUGEEN MEEUSSTRAAT,EUGEEN MEEUSSTRAAT,0047,0047,21700047,21700047,,,580.217646639566
696,822,Eugeen Van Mieghemstraat,822,Eugeen Van Mieghemstraat,2180,Ekeren,2180822822,,,EUGEEN VAN MIEGHEMSTRAAT,EUGEEN VAN MIEGHEMSTRAAT,1321,1321,21801321,21801321,,,217.755645109619
697,824,Europalaan,824,Europalaan,2610,Wilrijk,2610824824,,,EUROPALAAN,EUROPALAAN,1250,1250,26101250,26101250,,,205.816871707592
698,825,Europasquare,825,Europasquare,2100,Deurne,2100825825,,,EUROPASQUARE,EUROPASQUARE,0815,0815,21000815,21000815,,,210.296052475982
699,826,Euterpestraat,826,Euterpestraat,2600,Berchem,2600826826,,,EUTERPESTRAAT,EUTERPESTRAAT,2013,2013,26002013,26002013,,,86.4720614790201
700,827,Evenakkerpad,827,Evenakkerpad,2170,Merksem,2170827827,,,EVENAKKERPAD,EVENAKKERPAD,0260,0260,21700260,21700260,,,110.490446200242
701,828,Everaertsstraat,828,Everaertsstraat,2060,Antwerpen,2060828828,,,EVERAERTSSTRAAT,EVERAERTSSTRAAT,8207,8207,20608207,20608207,,,427.968120677439
702,829,Everdijstraat,829,Everdijstraat,2000,Antwerpen,2000829829,,,EVERDIJSTRAAT,EVERDIJSTRAAT,2110,2110,20002110,20002110,,,220.297393231133
703,830,Evert Larockstraat,830,Evert Larockstraat,2020,Antwerpen,2020830830,,,EVERT LAROCKSTRAAT,EVERT LAROCKSTRAAT,9277,9277,20209277,20209277,,,91.9396799181187
704,831,Examenstraat,831,Examenstraat,2140,Borgerhout,2140831831,,,EXAMENSTRAAT,EXAMENSTRAAT,2415,2415,21402415,21402415,,,76.6278925844399
705,832,Eyendijkstraat,832,Eyendijkstraat,2100,Deurne,2100832832,,,EYENDIJKSTRAAT,EYENDIJKSTRAAT,0315,0315,21000315,21000315,,,217.021116503593
706,834,Fakkelstraat,834,Fakkelstraat,2660,Hoboken,2660834834,,,FAKKELSTRAAT,FAKKELSTRAAT,0413,0413,26600413,26600413,,,159.620334902842
707,835,Falconplein,835,Falconplein,2000,Antwerpen,2000835835,,,FALCONPLEIN,FALCONPLEIN,1116,1116,20001116,20001116,,,379.489728753018
708,836,Falconpoort,836,Falconpoort,2000,Antwerpen,2000836836,,,FALCONPOORT,FALCONPOORT,1117,1117,20001117,20001117,,,241.292909943365
709,837,Falconrui,837,Falconrui,2000,Antwerpen,2000837837,,,FALCONRUI,FALCONRUI,1118,1118,20001118,20001118,,,367.834506137769
710,838,Familiestraat,838,Familiestraat,2060,Antwerpen,2060838838,,,FAMILIESTRAAT,FAMILIESTRAAT,8208,8208,20608208,20608208,,,248.492547965769
711,839,Fazantenlaan,839,Fazantenlaan,2610,Wilrijk,2610839839,,,FAZANTENLAAN,FAZANTENLAAN,4097,4097,26104097,26104097,,,485.196667647593
712,840,Ferdinand Berckmansstraat,840,Ferdinand Berckmansstraat,2140,Borgerhout,2140840840,,,FERDINAND BERCKMANSSTRAAT,FERDINAND BERCKMANSSTRAAT,2327,2327,21402327,21402327,,,133.740353963793
713,841,Ferdinand Coosemansstraat,841,Ferdinand Coosemansstraat,2600,Berchem,2600841841,,,FERDINAND COOSEMANSSTRAAT,FERDINAND COOSEMANSSTRAAT,0026,0026,26000026,26000026,,,617.702850698279
714,842,Ferdinand Pauwelsstraat,842,Ferdinand Pauwelsstraat,2180,Ekeren,2180842842,,,FERDINAND PAUWELSSTRAAT,FERDINAND PAUWELSSTRAAT,1041,1041,21801041,21801041,,,436.060452240791
715,843,Ferdinand Verbieststraat,843,Ferdinand Verbieststraat,2180,Ekeren,2180843843,,,FERDINAND VERBIESTSTRAAT,FERDINAND VERBIESTSTRAAT,1322,1322,21801322,21801322,,,1266.73189720235
716,844,Ferdinandusdijkstraat,844,Ferdinandusdijkstraat,2170,Merksem,2170844844,,,FERDINANDUSDIJKSTRAAT,FERDINANDUSDIJKSTRAAT,0048,0048,21700048,21700048,,,153.49474776152
717,845,Ferdinanduspolder,845,Ferdinanduspolder,2030,Antwerpen,2030845845,,,FERDINANDUSPOLDER,FERDINANDUSPOLDER,0715,0715,20300715,20300715,,,6.78642770268217
718,846,Filip Williotstraat,846,Filip Williotstraat,2600,Berchem,2600846846,,,FILIP WILLIOTSTRAAT,FILIP WILLIOTSTRAAT,1009,1009,26001009,26001009,,,678.727464413024
719,847,Filomenastraat,847,Filomenastraat,2018,Antwerpen,2018847847,,,FILOMENASTRAAT,FILOMENASTRAAT,6121,6121,20186121,20186121,,,110.459585630873
720,848,Flamingolaan,848,Flamingolaan,2610,Wilrijk,2610848848,,,FLAMINGOLAAN,FLAMINGOLAAN,4100,4100,26104100,26104100,,,397.585938254065
721,849,Flamingostraat,849,Flamingostraat,2170,Merksem,2170849849,,,FLAMINGOSTRAAT,FLAMINGOSTRAAT,0049,0049,21700049,21700049,,,198.869690733752
722,850,Flor Alpaertsstraat,850,Flor Alpaertsstraat,2600,Berchem,2600850850,,,FLOR ALPAERTSSTRAAT,FLOR ALPAERTSSTRAAT,1011,1011,26001011,26001011,,,454.428977913094
723,851,Flor Van Reethpad,851,Flor Van Reethpad,2100,Deurne,2100851851,,,FLOR VAN REETHPAD,FLOR VAN REETHPAD,0932,0932,21000932,21000932,,,85.517394020344
724,852,Floralaan,852,Floralaan,2100,Deurne,2100852852,,,FLORALAAN,FLORALAAN,0931,0931,21000931,21000931,,,98.4811661856266
725,853,Floraliënlaan,853,Floraliënlaan,2020,Antwerpen,2020853853,,,FLORALIËNLAAN,FLORALIËNLAAN,9113,9113,20209113,20209113,,,477.057632622068
726,853,Floraliënlaan,853,Floraliënlaan,2600,Berchem,2600853853,,,FLORALIËNLAAN,FLORALIËNLAAN,9113,9113,26009113,26009113,,,1417.86947917082
727,853,Floraliënlaan,853,Floraliënlaan,2610,Wilrijk,2610853853,,,FLORALIËNLAAN,FLORALIËNLAAN,9113,9113,26109113,26109113,,,350.924206752759
728,854,Florastraat,854,Florastraat,2140,Borgerhout,2140854854,,,FLORASTRAAT,FLORASTRAAT,2403,2403,21402403,21402403,,,540.464478709699
729,855,Florent Bauduinstraat,855,Florent Bauduinstraat,2600,Berchem,2600855855,,,FLORENT BAUDUINSTRAAT,FLORENT BAUDUINSTRAAT,1012,1012,26001012,26001012,,,250.188787936989
730,856,Florent Cootmansplein,856,Florent Cootmansplein,2600,Berchem,2600856856,,,FLORENT COOTMANSPLEIN,FLORENT COOTMANSPLEIN,2014,2014,26002014,26002014,,,309.795889602332
731,857,Florent Pauwelslei,857,Florent Pauwelslei,2100,Deurne,2100857857,,,FLORENT PAUWELSLEI,FLORENT PAUWELSLEI,0817,0817,21000817,21000817,,,746.80031446974
732,858,Floris Primsstraat,858,Floris Primsstraat,2020,Antwerpen,2020858858,,,FLORIS PRIMSSTRAAT,FLORIS PRIMSSTRAAT,9153,9153,20209153,20209153,,,187.856481845255
733,859,Florisstraat,859,Florisstraat,2018,Antwerpen,2018859859,,,FLORISSTRAAT,FLORISSTRAAT,5209,5209,20185209,20185209,,,74.9315671546025
734,860,Fodderiestraat,860,Fodderiestraat,2660,Hoboken,2660860860,,,FODDERIESTRAAT,FODDERIESTRAAT,0209,0209,26600209,26600209,,,605.227878491469
735,861,Folke Bernadottelaan,861,Folke Bernadottelaan,2660,Hoboken,2660861861,,,FOLKE BERNADOTTELAAN,FOLKE BERNADOTTELAAN,0122,0122,26600122,26600122,,,334.362495949383
736,862,Folklorelaan,862,Folklorelaan,2610,Wilrijk,2610862862,,,FOLKLORELAAN,FOLKLORELAAN,1260,1260,26101260,26101260,,,160.900599474009
737,863,Fonteinstraat,863,Fonteinstraat,2140,Borgerhout,2140863863,,,FONTEINSTRAAT,FONTEINSTRAAT,1213,1213,21401213,21401213,,,781.829518584573
738,864,Foorplein,864,Foorplein,2140,Borgerhout,2140864864,,,FOORPLEIN,FOORPLEIN,,,,,,,41.5847504852625
739,865,Fort 7-straat,865,Fort 7-straat,2610,Wilrijk,2610865865,,,FORT 7-STRAAT,FORT 7-STRAAT,1282,1282,26101282,26101282,,,221.723027969235
740,866,Fort III-straat,3698,Fort III straat,2100,Deurne,21008663698,,,FORT III-STRAAT,FORT III STRAAT,,0930,21000930,,,,133.455188788823
741,868,Fort VI-straat,868,Fort VI-straat,2610,Wilrijk,2610868868,,,FORT VI-STRAAT,FORT VI-STRAAT,1270,1270,26101270,26101270,,,953.072567597895
742,869,Fortsteenweg,869,Fortsteenweg,2170,Merksem,2170869869,,,FORTSTEENWEG,FORTSTEENWEG,0050,0050,21700050,21700050,,,1374.38016177259
743,870,Fortuinstraat_EK,870,Fortuinstraat_EK,2180,Ekeren,2180870870,,,FORTUINSTRAAT,FORTUINSTRAAT,2030,2030,21802030,21802030,,,256.685174173409
744,871,Fortuinstraat_AN,871,Fortuinstraat_AN,2000,Antwerpen,2000871871,,,FORTUINSTRAAT,FORTUINSTRAAT,2219,2219,20002219,20002219,,,111.279880363978
745,872,Fotografielaan,872,Fotografielaan,2610,Wilrijk,2610872872,,,FOTOGRAFIELAAN,FOTOGRAFIELAAN,1285,1285,26101285,26101285,,,1147.72566052678
746,873,Fourmentstraat,873,Fourmentstraat,2018,Antwerpen,2018873873,,,FOURMENTSTRAAT,FOURMENTSTRAAT,4215,4215,20184215,20184215,,,141.298487072431
747,874,Francis Wellesplein,874,Francis Wellesplein,2018,Antwerpen,2018874874,,,FRANCIS WELLESPLEIN,FRANCIS WELLESPLEIN,4242,4242,20184242,20184242,,,5.39198979960475
748,875,Franciscanenstraat,875,Franciscanenstraat,2040,Berendrecht-Zandvliet-Lillo,2040875875,,,FRANCISCANENSTRAAT,FRANCISCANENSTRAAT,0471,0471,20400471,20400471,,,372.180982826383
749,876,Franckenstraat,876,Franckenstraat,2000,Antwerpen,2000876876,,,FRANCKENSTRAAT,FRANCKENSTRAAT,2220,2220,20002220,20002220,,,97.2638426416975
750,877,Frank Craeybeckxlaan,877,Frank Craeybeckxlaan,2100,Deurne,2100877877,,,FRANK CRAEYBECKXLAAN,FRANK CRAEYBECKXLAAN,0317,0317,21000317,21000317,,,1221.30677297935
751,878,Franklin Rooseveltplaats,878,Franklin Rooseveltplaats,2000,Antwerpen,2000878878,,,FRANKLIN ROOSEVELTPLAATS,FRANKLIN ROOSEVELTPLAATS,6212,6212,20006212,20006212,,,18.2328469610832
752,878,Franklin Rooseveltplaats,878,Franklin Rooseveltplaats,2018,Antwerpen,2018878878,,,FRANKLIN ROOSEVELTPLAATS,FRANKLIN ROOSEVELTPLAATS,6212,6212,20186212,20186212,,,18.1809931624503
753,878,Franklin Rooseveltplaats,878,Franklin Rooseveltplaats,2060,Antwerpen,2060878878,,,FRANKLIN ROOSEVELTPLAATS,FRANKLIN ROOSEVELTPLAATS,6212,6212,20606212,20606212,,,706.679377939497
754,879,Frankrijklei,879,Frankrijklei,2000,Antwerpen,2000879879,,,FRANKRIJKLEI,FRANKRIJKLEI,6213,6213,20006213,20006213,,,4473.84682791618
755,879,Frankrijklei,879,Frankrijklei,2018,Antwerpen,2018879879,,,FRANKRIJKLEI,FRANKRIJKLEI,6213,6213,20186213,20186213,,,1.72918750789936
756,879,Frankrijklei,181948,Operaplein,2000,Antwerpen,2000879181948,,,FRANKRIJKLEI,OPERAPLEIN,6214,6213,20006213,20006214,,,191.510224505796
757,880,Frans Adriaenssensstraat,880,Frans Adriaenssensstraat,2170,Merksem,2170880880,,,FRANS ADRIAENSSENSSTRAAT,FRANS ADRIAENSSENSSTRAAT,0051,0051,21700051,21700051,,,580.541640176509
758,881,Frans Baetenstraat,881,Frans Baetenstraat,2100,Deurne,2100881881,,,FRANS BAETENSTRAAT,FRANS BAETENSTRAAT,0721,0721,21000721,21000721,,,193.759744315638
759,882,Frans Beckersstraat,882,Frans Beckersstraat,2600,Berchem,2600882882,,,FRANS BECKERSSTRAAT,FRANS BECKERSSTRAAT,1013,1013,26001013,26001013,,,328.540850076335
760,883,Frans Birontlaan,883,Frans Birontlaan,2600,Berchem,2600883883,,,FRANS BIRONTLAAN,FRANS BIRONTLAAN,1014,1014,26001014,26001014,,,530.054340845938
761,884,Frans Bresseleersstraat,884,Frans Bresseleersstraat,2180,Ekeren,2180884884,,,FRANS BRESSELEERSSTRAAT,FRANS BRESSELEERSSTRAAT,1043,1043,21801043,21801043,,,187.792543584306
762,885,Frans De Cortlaan,885,Frans De Cortlaan,2610,Wilrijk,2610885885,,,FRANS DE CORTLAAN,FRANS DE CORTLAAN,2080,2080,26102080,26102080,,,355.316460557429
763,886,Frans de Cortstraat,886,Frans de Cortstraat,2060,Antwerpen,2060886886,,,FRANS DE CORTSTRAAT,FRANS DE CORTSTRAAT,8209,8209,20608209,20608209,,,141.575567902771
764,887,Frans de l'Arbrelaan,887,Frans de l'Arbrelaan,2170,Merksem,2170887887,,,FRANS DE L'ARBRELAAN,FRANS DE L'ARBRELAAN,0069,0069,21700069,21700069,,,614.945721990679
765,888,Frans De Manstraat,888,Frans De Manstraat,2600,Berchem,2600888888,,,FRANS DE MANSTRAAT,FRANS DE MANSTRAAT,1015,1015,26001015,26001015,,,126.751691641194
766,889,Frans De Vriendtstraat,889,Frans De Vriendtstraat,2140,Borgerhout,2140889889,,,FRANS DE VRIENDTSTRAAT,FRANS DE VRIENDTSTRAAT,4610,4610,21404610,21404610,,,429.229465035936
767,889,Frans De Vriendtstraat,889,Frans De Vriendtstraat,2600,Berchem,2600889889,,,FRANS DE VRIENDTSTRAAT,FRANS DE VRIENDTSTRAAT,4610,4610,26004610,26004610,,,312.309038798171
768,890,Frans Erlingerstraat,890,Frans Erlingerstraat,2100,Deurne,2100890890,,,FRANS ERLINGERSTRAAT,FRANS ERLINGERSTRAAT,0415,0415,21000415,21000415,,,131.726659770122
769,891,Frans Gaillystraat,891,Frans Gaillystraat,2610,Wilrijk,2610891891,,,FRANS GAILLYSTRAAT,FRANS GAILLYSTRAAT,3160,3160,26103160,26103160,,,206.694954818724
770,892,Frans Halsplein,892,Frans Halsplein,2000,Antwerpen,2000892892,,,FRANS HALSPLEIN,FRANS HALSPLEIN,1192,1192,20001192,20001192,,,309.800886636177
771,893,Frans Harrewijnlaan,893,Frans Harrewijnlaan,2180,Ekeren,2180893893,,,FRANS HARREWIJNLAAN,FRANS HARREWIJNLAAN,1045,1045,21801045,21801045,,,69.8497484849525
772,894,Frans Hensstraat,894,Frans Hensstraat,2020,Antwerpen,2020894894,,,FRANS HENSSTRAAT,FRANS HENSSTRAAT,9263,9263,20209263,20209263,,,255.88057715143
773,895,Frans Jochemsplein,1211,Hogeweg_BE,2600,Berchem,26008951211,,,FRANS JOCHEMSPLEIN,HOGEWEG,0038,0097,26000097,26000038,,,84.0244053652866
774,896,Frans Lenaertsstraat,896,Frans Lenaertsstraat,2180,Ekeren,2180896896,,,FRANS LENAERTSSTRAAT,FRANS LENAERTSSTRAAT,1046,1046,21801046,21801046,,,150.746545170047
775,897,Frans Messingstraat,897,Frans Messingstraat,2100,Deurne,2100897897,,,FRANS MESSINGSTRAAT,FRANS MESSINGSTRAAT,0417,0417,21000417,21000417,,,196.740361576463
776,898,Frans Nagelsplein,898,Frans Nagelsplein,2610,Wilrijk,2610898898,,,FRANS NAGELSPLEIN,FRANS NAGELSPLEIN,2090,2090,26102090,26102090,,,110.002112843901
777,899,Frans Smekensstraat,899,Frans Smekensstraat,2660,Hoboken,2660899899,,,FRANS SMEKENSSTRAAT,FRANS SMEKENSSTRAAT,0833,0833,26600833,26600833,,,102.889950769356
778,900,Frans Standaertlei,900,Frans Standaertlei,2180,Ekeren,2180900900,,,FRANS STANDAERTLEI,FRANS STANDAERTLEI,2035,2035,21802035,21802035,,,599.372116704812
779,901,Frans Stienletlaan,901,Frans Stienletlaan,2610,Wilrijk,2610901901,,,FRANS STIENLETLAAN,FRANS STIENLETLAAN,3170,3170,26103170,26103170,,,148.470608218609
780,902,Frans Tijsmanstunnel,902,Frans Tijsmanstunnel,2040,Berendrecht-Zandvliet-Lillo,2040902902,,,FRANS TIJSMANSTUNNEL,FRANS TIJSMANSTUNNEL,0325,0325,20400325,20400325,,,2366.87087159029
